,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Passenger Satisfaction
19086,64617,Female,Loyal Customer,48,Business travel,Business,247,2,2,2,2,4,4,5,4,4,4,4,3,4,5,0,0,Satisfied
19087,40436,Male,Loyal Customer,34,Business travel,Business,2156,4,4,4,4,4,4,5,4,4,4,4,4,4,3,0,0,Satisfied
19088,54822,Male,Loyal Customer,29,Business travel,Business,3690,5,5,5,5,5,5,5,5,1,2,4,3,2,5,23,25,Satisfied
19089,107645,Male,Loyal Customer,60,Business travel,Business,3986,4,4,4,4,4,5,5,5,5,5,5,3,5,5,97,96,Very Satisfied
19090,2399,Female,Loyal Customer,46,Business travel,Business,767,2,2,2,2,2,4,5,2,2,2,2,3,2,3,12,11,Dissatisfied
19091,25254,Female,Loyal Customer,35,Business travel,Business,1840,2,3,2,2,4,4,5,4,4,3,4,3,4,4,0,0,Neutral
19092,51174,Female,Loyal Customer,56,Personal Travel,Eco,326,4,1,4,4,2,3,3,4,4,4,4,3,4,2,0,5,Neutral
19093,89045,Female,Loyal Customer,57,Business travel,Business,1947,5,5,5,5,3,5,5,5,5,5,5,4,5,3,0,0,Very Satisfied
19094,108095,Female,Loyal Customer,9,Business travel,Business,1997,1,3,3,3,1,1,1,1,2,1,4,2,4,1,2,11,Dissatisfied
19095,104924,Male,Loyal Customer,52,Business travel,Business,210,1,1,3,1,3,4,4,4,4,4,4,5,4,3,0,0,Neutral
19096,15590,Female,Loyal Customer,55,Business travel,Business,228,1,1,1,1,3,4,2,5,5,5,5,1,5,1,0,0,Dissatisfied
19097,55476,Male,Loyal Customer,34,Personal Travel,Eco,1825,2,4,2,3,1,2,1,1,4,5,4,4,4,1,0,0,Dissatisfied
19098,101705,Male,Loyal Customer,38,Business travel,Business,1624,4,4,4,4,3,4,4,5,5,5,5,3,5,3,49,30,Satisfied
19099,7318,Male,Loyal Customer,30,Personal Travel,Eco Plus,116,3,3,3,2,3,3,3,3,4,4,3,2,2,3,0,0,Dissatisfied
19100,21774,Male,disloyal Customer,22,Business travel,Eco,341,5,0,5,3,2,5,2,2,3,3,3,2,5,2,23,16,Neutral
19101,37228,Male,Loyal Customer,39,Business travel,Business,2356,4,4,4,4,3,5,4,4,4,4,4,4,4,3,7,2,Satisfied
19102,125486,Female,Loyal Customer,39,Business travel,Eco Plus,2979,2,2,2,2,2,2,2,4,5,4,3,2,4,2,0,0,Dissatisfied
19103,9741,Male,disloyal Customer,35,Business travel,Business,908,3,3,3,2,3,3,3,3,4,4,5,5,5,3,0,0,Satisfied
19104,86729,Male,Loyal Customer,28,Personal Travel,Eco,1747,4,3,4,4,2,4,2,2,1,3,2,2,4,2,0,0,Dissatisfied
19105,42364,Male,Loyal Customer,52,Personal Travel,Eco,329,5,2,5,4,5,5,5,5,4,2,4,3,3,5,0,0,Satisfied
19106,44852,Male,Loyal Customer,50,Personal Travel,Eco,413,2,4,2,4,4,2,4,4,3,2,5,3,4,4,0,0,Neutral
19107,114824,Male,Loyal Customer,57,Business travel,Business,372,2,2,5,2,2,5,4,5,5,4,5,5,5,5,47,50,Satisfied
19108,36948,Male,Loyal Customer,48,Personal Travel,Eco,718,2,4,3,3,2,3,2,2,2,3,4,2,4,2,0,0,Dissatisfied
19109,23050,Male,disloyal Customer,22,Business travel,Eco,820,2,2,2,4,3,2,3,3,5,5,4,4,4,3,13,0,Neutral
19110,9000,Female,Loyal Customer,64,Personal Travel,Eco,228,4,3,4,3,2,2,2,2,2,4,2,4,2,2,79,80,Dissatisfied
19111,50821,Male,Loyal Customer,34,Personal Travel,Eco,199,3,2,3,3,3,3,3,3,2,4,4,3,4,3,0,0,Neutral
19112,100290,Female,disloyal Customer,29,Business travel,Business,1092,1,1,1,2,4,1,4,4,5,2,5,4,4,4,4,0,Neutral
19113,119789,Male,Loyal Customer,51,Business travel,Business,2152,5,5,5,5,2,5,4,4,4,4,4,4,4,5,0,0,Satisfied
19114,106827,Male,Loyal Customer,10,Personal Travel,Eco,1488,3,4,2,2,4,2,4,4,3,1,5,2,5,4,0,4,Neutral
19115,17387,Male,Loyal Customer,44,Business travel,Business,1659,1,1,1,1,5,4,4,5,5,5,5,3,5,5,0,0,Satisfied
19116,78156,Male,Loyal Customer,57,Business travel,Business,259,0,0,0,1,4,5,4,3,3,3,3,4,3,3,10,17,Dissatisfied
19117,35733,Female,Loyal Customer,42,Personal Travel,Eco Plus,2586,3,2,3,4,3,5,4,3,2,2,4,4,3,4,40,60,Neutral
19118,41300,Female,Loyal Customer,34,Personal Travel,Business,1041,2,2,2,3,1,3,3,1,1,2,3,3,1,3,0,0,Dissatisfied
19119,73147,Female,disloyal Customer,26,Business travel,Business,1068,5,5,5,1,3,5,3,3,4,4,5,4,5,3,17,22,Satisfied
19120,117541,Male,disloyal Customer,20,Business travel,Eco,1020,2,2,2,2,5,2,1,5,5,4,4,4,5,5,26,21,Neutral
19121,8591,Female,Loyal Customer,50,Personal Travel,Eco,109,1,4,1,3,5,5,5,2,2,1,5,5,2,3,0,0,Neutral
19122,26313,Female,Loyal Customer,40,Personal Travel,Eco,2139,5,5,5,5,5,5,5,5,3,5,5,4,4,5,45,54,Very Satisfied
19123,69351,Male,disloyal Customer,25,Business travel,Business,1089,0,0,0,4,2,0,2,2,5,3,4,3,5,2,0,0,Dissatisfied
19124,102737,Female,Loyal Customer,37,Personal Travel,Eco,255,4,5,4,1,3,4,3,3,4,5,5,3,4,3,0,0,Satisfied
19125,45395,Female,Loyal Customer,72,Business travel,Business,1437,4,5,4,5,2,4,4,4,4,4,4,1,4,2,0,0,Satisfied
19126,5494,Female,Loyal Customer,34,Business travel,Business,910,2,2,2,2,3,5,5,4,4,4,4,4,4,5,0,0,Satisfied
19127,34580,Female,Loyal Customer,43,Business travel,Eco,1598,2,2,2,2,3,5,5,2,2,2,2,3,2,5,0,0,Dissatisfied
19128,35630,Male,Loyal Customer,35,Business travel,Eco Plus,950,4,5,5,5,4,4,4,4,5,5,1,3,4,4,3,3,Satisfied
19129,100055,Male,Loyal Customer,20,Personal Travel,Eco,289,3,3,3,3,4,3,4,4,2,1,4,3,4,4,29,19,Neutral
19130,24786,Female,Loyal Customer,58,Personal Travel,Eco,528,3,4,3,1,5,4,4,4,4,3,1,5,4,3,0,0,Neutral
19131,103355,Male,disloyal Customer,26,Business travel,Business,342,3,5,3,5,4,3,4,4,5,2,4,5,5,4,45,47,Satisfied
19132,114717,Male,Loyal Customer,36,Business travel,Business,2567,1,1,1,1,2,5,5,3,3,3,3,5,3,4,12,4,Dissatisfied
19133,4929,Male,disloyal Customer,27,Business travel,Business,268,0,0,0,2,2,0,2,2,3,4,5,5,4,2,0,21,Dissatisfied
19134,73060,Female,disloyal Customer,25,Business travel,Eco Plus,1089,1,4,1,4,4,1,4,4,1,4,3,4,4,4,52,36,Neutral
19135,13788,Female,Loyal Customer,44,Personal Travel,Eco,925,3,4,3,2,2,5,5,4,4,3,4,4,4,4,16,1,Satisfied
19136,129490,Male,Loyal Customer,47,Personal Travel,Eco,2611,3,4,3,3,1,3,1,1,1,5,4,2,4,1,1,6,Dissatisfied
19137,97899,Female,Loyal Customer,23,Business travel,Business,391,4,4,4,4,4,4,4,4,3,2,3,2,3,4,27,34,Satisfied
19138,107197,Female,Loyal Customer,7,Personal Travel,Eco,402,2,4,2,2,1,2,1,1,4,5,4,3,5,1,0,0,Dissatisfied
19139,20533,Male,Loyal Customer,54,Business travel,Eco,633,4,4,4,4,4,4,4,4,4,2,4,2,2,4,3,0,Satisfied
19140,11826,Female,Loyal Customer,47,Business travel,Business,2617,5,5,5,5,4,4,5,4,4,4,4,5,4,3,0,1,Satisfied
19141,105660,Female,Loyal Customer,28,Business travel,Business,3917,3,3,3,3,4,4,4,4,4,3,5,5,4,4,0,0,Satisfied
19142,22159,Female,Loyal Customer,28,Business travel,Business,773,1,1,1,1,3,4,4,1,5,4,5,4,3,4,169,163,Dissatisfied
19143,6050,Female,Loyal Customer,29,Personal Travel,Eco,925,3,5,3,3,5,3,5,5,4,3,4,5,4,5,49,49,Satisfied
19144,96614,Female,Loyal Customer,39,Business travel,Business,3517,2,2,2,2,4,5,4,5,5,5,5,5,5,3,0,0,Satisfied
19145,18727,Female,Loyal Customer,52,Business travel,Eco Plus,383,2,5,5,5,3,3,3,2,2,2,2,1,2,4,10,3,Dissatisfied
19146,114654,Male,Loyal Customer,49,Business travel,Business,296,5,5,5,5,3,5,4,5,5,5,5,3,5,4,4,0,Very Satisfied
19147,11161,Male,Loyal Customer,8,Personal Travel,Eco,316,2,5,2,5,5,2,5,5,5,5,5,4,5,5,0,0,Satisfied
19148,1517,Female,Loyal Customer,24,Business travel,Business,3172,1,1,1,1,5,5,5,5,4,3,4,3,5,5,2,0,Neutral
19149,118065,Male,Loyal Customer,45,Personal Travel,Eco,1044,3,5,2,4,2,2,2,2,3,4,4,2,1,2,32,18,Dissatisfied
19150,77880,Female,Loyal Customer,53,Business travel,Business,1512,2,2,2,2,4,2,1,2,2,2,2,4,2,1,0,0,Dissatisfied
19151,92686,Male,disloyal Customer,23,Business travel,Eco,507,4,5,4,2,3,4,2,3,4,3,4,3,4,3,0,0,Neutral
19152,4022,Female,disloyal Customer,23,Business travel,Business,483,5,0,5,5,4,5,4,4,5,5,5,3,5,4,0,0,Satisfied
19153,106657,Female,Loyal Customer,41,Business travel,Business,1590,3,3,3,3,2,5,5,3,3,3,3,5,3,4,0,0,Neutral
19154,39830,Male,Loyal Customer,35,Business travel,Business,221,1,1,1,1,5,1,2,4,4,4,4,5,4,1,0,11,Dissatisfied
19155,42411,Female,Loyal Customer,57,Business travel,Eco Plus,451,3,2,2,2,4,4,4,3,3,3,3,1,3,3,51,50,Dissatisfied
19156,99387,Male,Loyal Customer,36,Business travel,Eco,337,2,4,4,4,2,2,2,2,1,2,3,4,4,2,0,0,Dissatisfied
19157,114003,Female,Loyal Customer,52,Personal Travel,Eco,1844,2,5,2,4,2,1,1,5,4,5,4,1,5,1,98,214,Neutral
19158,4421,Female,Loyal Customer,59,Business travel,Business,3413,1,1,1,1,2,4,4,5,5,5,5,5,5,3,0,0,Neutral
19159,112180,Female,disloyal Customer,66,Personal Travel,Eco,895,2,4,2,2,1,2,2,1,3,2,4,4,5,1,32,23,Dissatisfied
19160,98793,Male,Loyal Customer,29,Personal Travel,Eco,630,4,2,4,3,5,4,5,5,3,5,3,3,4,5,3,1,Satisfied
19161,13512,Female,Loyal Customer,43,Business travel,Eco,106,4,4,4,4,4,5,2,4,4,4,4,2,4,5,0,0,Satisfied
19162,128650,Female,disloyal Customer,28,Business travel,Business,2442,1,1,1,4,1,4,4,5,4,4,5,4,3,4,0,0,Neutral
19163,35176,Male,disloyal Customer,38,Business travel,Business,1097,4,4,4,4,1,4,1,1,1,3,1,5,4,1,17,20,Dissatisfied
19164,57770,Female,disloyal Customer,28,Business travel,Eco,2704,2,2,2,4,2,4,4,2,4,4,3,4,1,4,1,5,Neutral
19165,36848,Female,Loyal Customer,62,Business travel,Eco Plus,369,1,2,2,2,1,1,1,1,3,4,3,1,3,1,155,163,Dissatisfied
19166,104936,Female,Loyal Customer,44,Business travel,Business,1736,3,5,3,3,4,4,5,5,5,5,5,4,5,4,12,17,Satisfied
19167,3888,Female,disloyal Customer,40,Business travel,Business,213,4,4,4,3,5,4,5,5,4,4,3,3,3,5,0,2,Satisfied
19168,33722,Female,Loyal Customer,50,Personal Travel,Eco,899,2,3,2,3,5,4,3,1,1,2,1,3,1,2,0,0,Dissatisfied
19169,119810,Male,disloyal Customer,27,Business travel,Business,912,1,1,1,1,3,1,3,3,4,2,5,4,5,3,0,0,Dissatisfied
19170,48290,Male,Loyal Customer,58,Business travel,Business,807,2,4,4,4,3,3,4,2,2,2,2,1,2,3,17,3,Dissatisfied
19171,68868,Female,Loyal Customer,46,Business travel,Business,3149,1,1,1,1,2,5,4,5,5,5,5,4,5,3,74,73,Neutral
19172,40113,Male,disloyal Customer,32,Business travel,Eco,368,3,4,3,4,2,3,1,2,3,4,4,1,4,2,0,0,Dissatisfied
19173,17581,Male,Loyal Customer,22,Personal Travel,Eco,1034,2,4,2,2,5,2,5,5,5,2,5,5,5,5,0,0,Satisfied
19174,56770,Male,Loyal Customer,26,Business travel,Eco Plus,937,0,5,0,4,3,0,3,3,3,3,4,3,3,3,0,3,Dissatisfied
19175,60896,Male,Loyal Customer,13,Personal Travel,Eco,420,2,2,2,3,2,2,2,2,1,4,3,1,3,2,6,9,Dissatisfied
19176,111654,Male,Loyal Customer,36,Personal Travel,Eco Plus,1558,4,5,4,3,1,4,1,1,4,4,4,5,4,1,26,32,Neutral
19177,101304,Female,Loyal Customer,24,Business travel,Business,763,3,3,3,3,4,4,4,4,3,4,5,5,4,4,6,0,Satisfied
19178,51476,Female,disloyal Customer,47,Business travel,Business,451,4,3,3,4,2,4,2,2,4,4,4,5,5,2,20,8,Neutral
19179,20653,Male,Loyal Customer,54,Business travel,Business,2394,3,3,3,3,5,4,1,5,5,5,5,3,5,1,0,12,Satisfied
19180,86567,Female,disloyal Customer,26,Business travel,Eco Plus,762,1,1,1,1,3,1,4,3,4,2,1,2,1,3,73,55,Dissatisfied
19181,95802,Male,Loyal Customer,40,Business travel,Business,1050,3,3,3,3,4,5,4,5,5,5,5,4,5,4,0,0,Satisfied
19182,30107,Female,Loyal Customer,25,Personal Travel,Eco,204,3,2,3,3,2,3,2,2,4,5,4,2,3,2,0,0,Dissatisfied
19183,39560,Male,Loyal Customer,13,Business travel,Business,1786,5,5,1,5,2,2,2,2,4,1,2,2,5,2,0,0,Dissatisfied
19184,37471,Female,disloyal Customer,31,Business travel,Eco,1056,2,2,2,4,2,2,2,2,3,4,3,5,2,2,0,0,Dissatisfied
19185,1905,Female,Loyal Customer,56,Business travel,Business,383,1,1,1,1,3,4,5,5,5,5,5,5,5,3,0,0,Satisfied
19186,25433,Female,Loyal Customer,32,Business travel,Business,2560,1,1,1,1,5,5,5,5,5,2,5,2,4,5,28,32,Neutral
19187,113019,Female,Loyal Customer,60,Business travel,Business,2407,4,4,4,4,3,4,4,4,4,4,4,5,4,3,12,0,Satisfied
19188,118207,Female,Loyal Customer,53,Personal Travel,Eco,1444,2,4,2,2,4,5,3,4,4,2,3,4,4,1,1,3,Neutral
19189,44,Male,Loyal Customer,51,Business travel,Business,2077,4,1,4,4,2,5,5,5,5,5,5,5,5,4,0,1,Satisfied
19190,82588,Male,Loyal Customer,36,Business travel,Business,3152,3,3,3,3,2,4,5,5,5,5,5,3,5,5,2,0,Satisfied
19191,81397,Female,Loyal Customer,59,Personal Travel,Eco,748,2,5,2,3,3,5,5,3,3,2,3,4,3,5,0,0,Neutral
19192,60912,Male,Loyal Customer,34,Personal Travel,Eco,589,1,5,1,4,4,1,4,4,4,4,5,3,5,4,0,20,Satisfied
19193,36246,Female,Loyal Customer,38,Business travel,Business,2953,1,1,2,1,4,5,1,3,3,4,3,5,3,2,0,26,Dissatisfied
19194,127659,Male,Loyal Customer,8,Personal Travel,Business,2153,3,4,4,5,4,4,1,4,4,3,5,3,4,4,5,0,Satisfied
19195,95713,Female,Loyal Customer,42,Business travel,Business,3698,4,1,1,1,5,4,4,4,4,4,4,4,4,1,1,4,Neutral
19196,66120,Female,Loyal Customer,43,Business travel,Business,583,5,5,5,5,3,4,5,4,4,4,4,3,4,5,0,0,Satisfied
19197,41553,Female,Loyal Customer,44,Business travel,Business,1464,2,3,5,3,2,4,4,2,2,2,2,2,2,2,4,15,Dissatisfied
19198,108525,Male,Loyal Customer,50,Personal Travel,Business,649,1,2,2,4,1,4,4,4,4,2,4,2,4,2,0,0,Dissatisfied
19199,44262,Female,Loyal Customer,39,Personal Travel,Eco,235,3,4,3,3,3,3,4,3,3,5,5,4,5,3,42,63,Satisfied
19200,70080,Male,Loyal Customer,49,Business travel,Business,460,2,2,2,2,4,5,4,2,2,2,2,5,2,5,0,0,Dissatisfied
19201,76248,Female,Loyal Customer,46,Personal Travel,Eco,1175,4,1,4,2,3,3,3,1,1,4,1,3,1,4,0,0,Dissatisfied
19202,31344,Female,disloyal Customer,24,Business travel,Eco,1069,2,2,2,2,3,2,5,3,4,3,4,1,5,3,2,0,Dissatisfied
19203,104458,Female,disloyal Customer,25,Business travel,Business,1123,5,3,5,2,1,5,1,1,4,4,5,3,4,1,1,0,Neutral
19204,114946,Male,Loyal Customer,59,Business travel,Business,3846,3,3,3,3,4,4,5,4,4,4,4,5,4,5,23,17,Satisfied
19205,60993,Female,Loyal Customer,33,Personal Travel,Business,649,3,2,3,4,2,3,4,2,2,3,2,1,2,3,13,22,Dissatisfied
19206,13353,Female,Loyal Customer,20,Business travel,Business,748,4,1,1,1,4,3,4,4,3,4,3,2,4,4,107,88,Neutral
19207,87043,Female,Loyal Customer,59,Business travel,Business,594,2,1,2,2,4,4,5,3,3,3,3,4,3,3,0,17,Neutral
19208,37242,Male,Loyal Customer,16,Personal Travel,Business,1076,5,3,5,4,5,5,5,5,1,3,4,2,3,5,0,0,Satisfied
19209,9572,Female,disloyal Customer,22,Business travel,Eco,288,2,2,2,4,4,2,4,4,2,3,4,4,4,4,63,65,Neutral
19210,87455,Female,Loyal Customer,45,Business travel,Business,2651,4,4,4,4,5,4,4,4,4,4,4,4,4,5,0,0,Satisfied
19211,124005,Male,Loyal Customer,41,Business travel,Business,184,1,1,1,1,1,3,3,4,4,4,1,4,4,3,0,0,Dissatisfied
19212,22990,Male,Loyal Customer,32,Personal Travel,Eco,1041,3,4,3,1,4,3,4,4,5,2,5,4,5,4,2,0,Satisfied
19213,61808,Male,Loyal Customer,42,Personal Travel,Eco,1379,2,5,2,4,1,2,1,1,3,3,4,4,4,1,26,24,Dissatisfied
19214,112907,Female,Loyal Customer,41,Business travel,Business,2193,2,2,2,2,3,3,4,2,2,2,2,1,2,4,0,0,Dissatisfied
19215,62424,Female,disloyal Customer,25,Business travel,Business,1289,4,5,4,4,4,4,1,4,4,5,4,3,5,4,1,0,Satisfied
19216,122937,Female,Loyal Customer,26,Business travel,Business,3691,4,5,4,4,4,4,4,4,5,2,4,4,4,4,20,25,Satisfied
19217,56687,Male,Loyal Customer,48,Personal Travel,Eco,1023,3,5,3,1,1,3,1,1,3,5,3,5,4,1,0,0,Dissatisfied
19218,26966,Female,Loyal Customer,42,Business travel,Business,2889,4,4,4,4,3,1,3,5,5,5,5,1,5,1,0,0,Satisfied
19219,107816,Male,disloyal Customer,41,Business travel,Business,349,3,3,3,3,5,3,5,5,4,1,2,2,2,5,14,13,Neutral
19220,33010,Female,Loyal Customer,45,Personal Travel,Eco,101,5,5,0,5,2,2,3,1,1,0,1,2,1,4,0,4,Dissatisfied
19221,108578,Male,Loyal Customer,28,Business travel,Business,2684,4,4,4,4,4,4,4,4,5,5,5,4,3,4,148,175,Satisfied
19222,14259,Male,Loyal Customer,16,Personal Travel,Business,429,2,3,2,1,3,2,2,3,4,5,5,2,5,3,0,1,Neutral
19223,97193,Male,Loyal Customer,14,Personal Travel,Eco,1390,2,4,2,1,2,3,4,4,5,3,4,4,3,4,198,187,Neutral
19224,48398,Male,Loyal Customer,11,Personal Travel,Eco,522,3,5,3,5,3,3,1,3,5,2,5,4,4,3,0,0,Satisfied
19225,40459,Female,disloyal Customer,37,Business travel,Eco,188,1,0,1,3,4,1,4,4,4,4,3,2,3,4,32,18,Dissatisfied
19226,46993,Male,Loyal Customer,55,Business travel,Eco Plus,737,4,2,2,2,4,4,4,4,3,1,4,1,1,4,11,17,Dissatisfied
19227,6181,Female,Loyal Customer,13,Personal Travel,Eco,409,4,5,4,3,1,4,1,1,3,5,5,5,5,1,0,0,Neutral
19228,726,Male,Loyal Customer,56,Business travel,Business,89,3,5,3,5,2,3,3,3,3,3,3,1,3,2,0,0,Neutral
19229,38972,Male,Loyal Customer,36,Business travel,Eco,230,3,2,2,2,3,3,3,3,3,3,3,5,4,3,0,1,Neutral
19230,46034,Male,Loyal Customer,50,Business travel,Business,2797,4,4,4,4,2,2,5,5,5,5,5,3,5,1,42,47,Satisfied
19231,34160,Male,disloyal Customer,25,Business travel,Eco,1129,1,0,0,1,5,0,5,5,3,2,5,4,3,5,0,0,Dissatisfied
19232,10400,Female,Loyal Customer,49,Business travel,Business,312,1,1,1,1,5,5,4,4,4,4,4,3,4,4,0,0,Neutral
19233,53919,Male,Loyal Customer,60,Business travel,Eco Plus,140,5,3,3,3,5,5,5,5,5,3,4,1,3,5,0,0,Satisfied
19234,51264,Male,disloyal Customer,56,Business travel,Eco Plus,89,3,3,3,2,5,3,2,5,5,5,3,2,1,5,5,6,Neutral
19235,56082,Male,Loyal Customer,33,Personal Travel,Eco,2475,2,2,2,4,2,5,5,3,2,3,4,5,4,5,0,0,Neutral
19236,104236,Male,Loyal Customer,33,Business travel,Business,1276,2,2,2,2,4,4,4,4,5,3,5,3,4,4,9,1,Neutral
19237,105988,Male,Loyal Customer,38,Business travel,Eco,912,4,2,2,2,3,4,4,3,2,2,2,4,3,4,165,152,Dissatisfied
19238,29115,Female,Loyal Customer,28,Personal Travel,Eco,978,2,5,2,4,2,2,4,2,4,2,5,4,4,2,0,0,Neutral
19239,88243,Male,disloyal Customer,26,Business travel,Business,646,5,5,5,4,4,5,4,4,4,5,5,5,5,4,0,0,Very Satisfied
19240,77406,Male,Loyal Customer,68,Personal Travel,Eco,532,1,4,1,3,5,1,5,5,3,5,4,5,4,5,35,22,Satisfied
19241,7192,Male,Loyal Customer,59,Business travel,Business,1980,4,4,4,4,3,5,5,4,4,4,4,4,4,5,14,9,Satisfied
19242,66966,Female,Loyal Customer,55,Business travel,Business,985,2,2,2,2,2,4,4,5,5,5,5,4,5,3,0,0,Satisfied
19243,119152,Male,Loyal Customer,51,Business travel,Business,3374,2,2,2,2,3,4,4,5,5,5,5,4,5,3,0,11,Satisfied
19244,114323,Female,Loyal Customer,48,Personal Travel,Eco,853,5,5,5,4,4,4,5,4,4,5,1,4,4,4,7,0,Satisfied
19245,121024,Male,Loyal Customer,39,Personal Travel,Eco,992,4,4,4,3,2,4,2,2,4,4,4,3,4,2,0,14,Neutral
19246,94338,Female,Loyal Customer,22,Business travel,Business,192,5,5,5,5,5,5,4,5,3,5,5,3,4,5,0,0,Very Satisfied
19247,67117,Female,Loyal Customer,19,Business travel,Eco,1121,2,2,2,2,2,2,3,2,2,4,3,1,3,2,3,0,Dissatisfied
19248,88398,Male,Loyal Customer,47,Business travel,Business,1734,4,4,4,4,2,4,4,5,5,5,5,4,5,3,5,0,Satisfied
19249,73149,Male,Loyal Customer,33,Business travel,Eco Plus,1068,2,3,5,3,2,2,2,2,3,2,4,4,3,2,86,92,Dissatisfied
19250,96326,Male,disloyal Customer,22,Business travel,Eco,359,3,5,3,3,3,3,4,3,4,5,4,3,5,3,0,1,Satisfied
19251,85722,Male,Loyal Customer,56,Business travel,Business,3959,2,2,2,2,2,5,4,4,4,4,4,4,4,4,0,0,Neutral
19252,77798,Female,Loyal Customer,37,Personal Travel,Eco,813,3,0,3,3,2,3,2,2,5,4,3,3,5,2,16,5,Dissatisfied
19253,117593,Female,Loyal Customer,36,Business travel,Business,2547,1,5,5,5,5,3,4,1,1,1,1,3,1,2,43,42,Dissatisfied
19254,102982,Female,Loyal Customer,46,Business travel,Business,3538,5,5,2,5,5,4,5,5,5,4,5,3,5,4,0,0,Satisfied
19255,117920,Female,disloyal Customer,40,Business travel,Business,365,2,2,2,4,1,2,1,1,3,3,3,1,3,1,27,21,Dissatisfied
19256,58386,Female,Loyal Customer,52,Business travel,Business,2945,2,2,2,2,3,4,5,4,4,4,4,3,4,3,55,55,Neutral
19257,2976,Female,Loyal Customer,44,Business travel,Business,462,4,4,4,4,5,4,4,5,5,5,5,4,5,5,0,0,Very Satisfied
19258,47784,Female,disloyal Customer,24,Business travel,Eco,451,3,0,3,2,5,3,5,5,3,5,4,2,1,5,0,0,Neutral
19259,105720,Female,disloyal Customer,17,Business travel,Eco,842,4,4,4,1,4,4,4,4,5,5,4,4,4,4,0,0,Satisfied
19260,103009,Male,Loyal Customer,45,Business travel,Business,546,4,4,4,4,3,4,4,2,2,2,2,3,2,4,7,0,Neutral
19261,8466,Female,Loyal Customer,11,Personal Travel,Eco,1379,2,1,2,2,4,2,5,4,1,5,3,2,3,4,6,8,Dissatisfied
19262,31902,Male,Loyal Customer,33,Business travel,Business,3918,4,4,4,4,5,5,4,5,5,2,5,3,4,5,0,0,Satisfied
19263,79024,Male,Loyal Customer,60,Business travel,Business,226,4,4,5,4,5,4,4,5,5,5,5,4,5,3,0,0,Satisfied
19264,96156,Female,Loyal Customer,54,Business travel,Business,2794,1,1,1,1,4,5,5,4,4,4,4,4,4,5,0,1,Neutral
19265,82293,Male,Loyal Customer,32,Personal Travel,Eco Plus,1481,1,4,1,4,4,1,4,4,5,4,4,3,4,4,0,0,Neutral
19266,44864,Male,Loyal Customer,44,Business travel,Business,3221,2,1,1,1,5,3,3,2,2,2,2,2,2,3,0,6,Dissatisfied
19267,56197,Male,Loyal Customer,62,Personal Travel,Eco,1400,2,3,2,3,3,2,3,3,4,5,4,2,4,3,0,0,Neutral
19268,110193,Male,Loyal Customer,48,Personal Travel,Eco,1056,1,1,1,3,3,1,2,3,2,4,3,4,2,3,5,0,Dissatisfied
19269,63332,Male,disloyal Customer,37,Business travel,Eco,337,4,1,5,3,3,5,3,3,2,3,4,4,4,3,0,26,Neutral
19270,4480,Female,Loyal Customer,40,Business travel,Business,1623,1,1,1,1,3,4,4,5,5,5,5,4,5,4,0,13,Neutral
19271,29979,Female,disloyal Customer,28,Business travel,Eco,725,2,2,2,1,2,2,4,2,2,1,1,5,1,2,6,2,Dissatisfied
19272,108954,Female,Loyal Customer,60,Business travel,Business,655,1,1,1,1,5,4,4,5,5,5,5,3,5,5,15,0,Satisfied
19273,83461,Female,disloyal Customer,24,Business travel,Business,946,4,0,4,1,1,4,1,1,4,3,4,4,4,1,2,0,Dissatisfied
19274,116317,Male,Loyal Customer,37,Personal Travel,Eco,362,2,5,2,5,2,2,2,2,3,5,4,4,4,2,2,2,Neutral
19275,36085,Female,Loyal Customer,67,Personal Travel,Eco,474,4,5,4,3,2,3,3,3,3,4,3,5,3,5,0,0,Satisfied
19276,115385,Female,Loyal Customer,45,Business travel,Business,337,4,4,4,4,5,5,4,5,5,5,5,5,5,4,13,5,Very Satisfied
19277,68094,Female,Loyal Customer,48,Business travel,Business,2948,3,2,2,2,4,4,3,3,3,3,3,4,3,2,31,38,Dissatisfied
19278,55999,Female,Loyal Customer,52,Business travel,Business,2475,1,1,1,1,2,5,5,4,4,4,4,3,4,3,3,0,Neutral
19279,99483,Male,Loyal Customer,33,Business travel,Business,2872,2,5,5,5,2,2,2,2,2,1,4,2,4,2,16,12,Dissatisfied
19280,84732,Male,Loyal Customer,56,Business travel,Business,2930,4,4,4,4,4,4,4,4,4,4,4,3,4,5,0,0,Satisfied
19281,105906,Male,disloyal Customer,23,Business travel,Business,283,4,3,4,4,4,4,5,4,4,5,4,1,4,4,33,17,Satisfied
19282,25727,Male,Loyal Customer,14,Personal Travel,Eco,528,3,5,3,4,4,3,4,4,1,5,5,1,1,4,0,0,Neutral
19283,114586,Male,Loyal Customer,52,Business travel,Business,417,4,4,4,4,5,5,5,4,4,5,4,3,4,4,62,58,Satisfied
19284,109623,Male,disloyal Customer,29,Business travel,Business,802,2,2,2,1,4,2,1,4,4,4,4,3,4,4,8,0,Dissatisfied
